line 2 prediction 0.502761
line 6 prediction 0.503894
line 7 prediction 0.524802
line 12 prediction 0.504274
line 24 prediction 0.501116
line 32 prediction 0.514383
line 33 prediction 0.509531
line 36 prediction 0.500402
line 38 prediction 0.501528
line 50 prediction 0.510458
line 52 prediction 0.501666
line 53 prediction 0.517448
line 54 prediction 0.502719
line 56 prediction 0.503065
line 58 prediction 0.506438
line 62 prediction 0.501471
line 63 prediction 0.503571
line 64 prediction 0.501843
line 78 prediction 0.505002
line 79 prediction 0.507171
line 81 prediction 0.505799
line 84 prediction 0.501657
