line 0 prediction 0.532853
line 1 prediction 0.510326
line 2 prediction 0.515939
line 3 prediction 0.523176
line 4 prediction 0.518604
line 5 prediction 0.509807
line 6 prediction 0.503221
line 7 prediction 0.510482
line 8 prediction 0.505203
line 9 prediction 0.521091
line 10 prediction 0.531756
line 11 prediction 0.520658
line 12 prediction 0.506993
line 13 prediction 0.517011
line 14 prediction 0.515612
line 15 prediction 0.514471
line 18 prediction 0.526345
line 19 prediction 0.517414
line 20 prediction 0.508851
line 22 prediction 0.512664
line 25 prediction 0.519857
line 26 prediction 0.520539
line 27 prediction 0.505045
line 28 prediction 0.504531
line 29 prediction 0.506234
line 30 prediction 0.525518
line 31 prediction 0.521229
line 32 prediction 0.501522
line 33 prediction 0.510643
line 34 prediction 0.569186
line 35 prediction 0.509474
line 36 prediction 0.511396
line 37 prediction 0.532493
line 38 prediction 0.509718
line 39 prediction 0.516157
line 40 prediction 0.518683
line 41 prediction 0.505338
line 42 prediction 0.509627
line 43 prediction 0.512057
line 44 prediction 0.519387
line 45 prediction 0.510988
line 46 prediction 0.502857
line 47 prediction 0.513216
line 48 prediction 0.509647
line 49 prediction 0.500421
line 50 prediction 0.525656
line 51 prediction 0.508486
line 52 prediction 0.502114
line 55 prediction 0.531779
line 56 prediction 0.503708
line 57 prediction 0.517325
line 58 prediction 0.516824
line 60 prediction 0.526369
line 61 prediction 0.531699
line 62 prediction 0.525715
line 63 prediction 0.504819
line 64 prediction 0.507217
line 65 prediction 0.525742
line 66 prediction 0.508934
line 67 prediction 0.535039
line 69 prediction 0.505605
line 70 prediction 0.519241
line 71 prediction 0.521679
line 72 prediction 0.515729
line 73 prediction 0.501220
line 74 prediction 0.518125
line 75 prediction 0.506510
line 76 prediction 0.506032
line 77 prediction 0.531978
line 78 prediction 0.529008
line 79 prediction 0.503681
line 80 prediction 0.500667
line 81 prediction 0.504196
line 83 prediction 0.509153
line 84 prediction 0.504086
line 85 prediction 0.501312
line 86 prediction 0.521125
line 87 prediction 0.535604
line 88 prediction 0.506692
line 89 prediction 0.509902
line 91 prediction 0.516991
line 92 prediction 0.512552
line 93 prediction 0.507513
line 95 prediction 0.509005
line 96 prediction 0.510042
line 97 prediction 0.517523
line 98 prediction 0.508397
line 99 prediction 0.530188
